"doc_id","type","start","end","features","text"
1,"entity",62693,62697,"list(kind = ""location"")","China"
1,"entity",64692,64696,"list(kind = ""location"")","China"
1,"entity",64754,64758,"list(kind = ""location"")","Italy"
1,"entity",64764,64774,"list(kind = ""location"")","South Korea"
1,"entity",64869,64874,"list(kind = ""location"")","Europe"
1,"entity",64944,64950,"list(kind = ""location"")","Ireland"
1,"entity",67160,67164,"list(kind = ""location"")","China"
1,"entity",67460,67464,"list(kind = ""location"")","China"
1,"entity",67800,67812,"list(kind = ""location"")","United States"
1,"entity",68122,68129,"list(kind = ""location"")","New York"
1,"entity",68170,68174,"list(kind = ""location"")","Idaho"
1,"entity",68184,68196,"list(kind = ""location"")","West Virginia"
1,"entity",68281,68290,"list(kind = ""location"")","Washington"
1,"entity",68311,68320,"list(kind = ""location"")","California"
1,"entity",68923,68930,"list(kind = ""location"")","New York"
1,"entity",68933,68942,"list(kind = ""location"")","California"
1,"entity",68954,68963,"list(kind = ""location"")","Washington"
1,"entity",69122,69128,"list(kind = ""location"")","Florida"
1,"entity",69315,69327,"list(kind = ""location"")","United States"
1,"entity",69551,69555,"list(kind = ""location"")","China"
1,"entity",70358,70363,"list(kind = ""location"")","Canada"
1,"entity",70437,70449,"list(kind = ""location"")","United States"
1,"entity",70463,70475,"list(kind = ""location"")","United States"
1,"entity",70541,70553,"list(kind = ""location"")","United States"
1,"entity",70585,70590,"list(kind = ""location"")","Canada"
1,"entity",70617,70629,"list(kind = ""location"")","United States"
1,"entity",70678,70683,"list(kind = ""location"")","Canada"
1,"entity",70784,70796,"list(kind = ""location"")","United States"
1,"entity",70904,70909,"list(kind = ""location"")","Canada"
1,"entity",70944,70949,"list(kind = ""location"")","Mexico"
1,"entity",71118,71122,"list(kind = ""location"")","China"
1,"entity",71272,71276,"list(kind = ""location"")","China"
1,"entity",71471,71475,"list(kind = ""location"")","China"
1,"entity",71555,71559,"list(kind = ""location"")","China"
1,"entity",72293,72297,"list(kind = ""location"")","China"
1,"entity",72535,72539,"list(kind = ""location"")","China"
1,"entity",72593,72598,"list(kind = ""location"")","Europe"
1,"entity",74027,74033,"list(kind = ""location"")","Atlanta"
1,"entity",76708,76715,"list(kind = ""location"")","Michigan"
1,"entity",76763,76770,"list(kind = ""location"")","New York"
1,"entity",78425,78437,"list(kind = ""location"")","San Francisco"
1,"entity",80249,80261,"list(kind = ""location"")","United States"
2,"entity",106,110,"list(kind = ""location"")","Japan"
2,"entity",166,170,"list(kind = ""location"")","Japan"
2,"entity",190,194,"list(kind = ""location"")","China"
2,"entity",406,415,"list(kind = ""location"")","Des Moines"
2,"entity",965,968,"list(kind = ""location"")","Iowa"
2,"entity",1478,1481,"list(kind = ""location"")","Iowa"
2,"entity",2238,2241,"list(kind = ""location"")","Iowa"
2,"entity",2288,2291,"list(kind = ""location"")","Ohio"
2,"entity",2321,2324,"list(kind = ""location"")","Iowa"
2,"entity",3122,3128,"list(kind = ""location"")","Indiana"
2,"entity",3389,3392,"list(kind = ""location"")","Iowa"
2,"entity",3516,3521,"list(kind = ""location"")","Mexico"
2,"entity",4114,4117,"list(kind = ""location"")","Iowa"
2,"entity",4206,4211,"list(kind = ""location"")","Canada"
2,"entity",4239,4244,"list(kind = ""location"")","Mexico"
2,"entity",4342,4346,"list(kind = ""location"")","China"
2,"entity",4349,4354,"list(kind = ""location"")","Mexico"
2,"entity",4357,4362,"list(kind = ""location"")","Canada"
2,"entity",4365,4369,"list(kind = ""location"")","Japan"
2,"entity",4372,4382,"list(kind = ""location"")","South Korea"
2,"entity",4461,4466,"list(kind = ""location"")","Europe"
2,"entity",4469,4474,"list(kind = ""location"")","Europe"
2,"entity",4477,4482,"list(kind = ""location"")","Europe"
2,"entity",4512,4516,"list(kind = ""location"")","China"
2,"entity",4539,4544,"list(kind = ""location"")","Europe"
2,"entity",4689,4693,"list(kind = ""location"")","China"
2,"entity",5264,5268,"list(kind = ""location"")","China"
2,"entity",5477,5481,"list(kind = ""location"")","China"
2,"entity",5808,5812,"list(kind = ""location"")","China"
2,"entity",6151,6155,"list(kind = ""location"")","China"
2,"entity",6271,6274,"list(kind = ""location"")","Iowa"
2,"entity",6294,6301,"list(kind = ""location"")","Nebraska"
2,"entity",6356,6364,"list(kind = ""location"")","Wisconsin"
2,"entity",6389,6397,"list(kind = ""location"")","Wisconsin"
2,"entity",6418,6426,"list(kind = ""location"")","Wisconsin"
2,"entity",6891,6895,"list(kind = ""location"")","China"
2,"entity",7971,7975,"list(kind = ""location"")","China"
2,"entity",8018,8022,"list(kind = ""location"")","China"
2,"entity",9205,9209,"list(kind = ""location"")","China"
2,"entity",9400,9406,"list(kind = ""location"")","America"
2,"entity",9459,9462,"list(kind = ""location"")","Iowa"
2,"entity",9513,9525,"list(kind = ""location"")","United States"
2,"entity",9968,9980,"list(kind = ""location"")","United States"
2,"entity",11232,11241,"list(kind = ""location"")","Washington"
2,"entity",15238,15245,"list(kind = ""location"")","Michigan"
2,"entity",15252,15259,"list(kind = ""location"")","Michigan"
2,"entity",15373,15377,"list(kind = ""location"")","Japan"
2,"entity",15483,15490,"list(kind = ""location"")","Michigan"
2,"entity",15653,15660,"list(kind = ""location"")","Michigan"
2,"entity",15681,15684,"list(kind = ""location"")","Iowa"
2,"entity",15761,15764,"list(kind = ""location"")","Ohio"
2,"entity",15784,15795,"list(kind = ""location"")","Pennsylvania"
2,"entity",15815,15828,"list(kind = ""location"")","South Carolina"
2,"entity",15848,15861,"list(kind = ""location"")","North Carolina"
2,"entity",15881,15887,"list(kind = ""location"")","Florida"
2,"entity",16176,16181,"list(kind = ""location"")","Mexico"
2,"entity",16346,16356,"list(kind = ""location"")","South Korea"
2,"entity",16442,16452,"list(kind = ""location"")","South Korea"
2,"entity",16805,16817,"list(kind = ""location"")","United States"
2,"entity",16960,16970,"list(kind = ""location"")","South Korea"
2,"entity",16996,17006,"list(kind = ""location"")","South Korea"
2,"entity",17124,17134,"list(kind = ""location"")","South Korea"
2,"entity",17225,17235,"list(kind = ""location"")","South Korea"
2,"entity",17915,17918,"list(kind = ""location"")","Iowa"
2,"entity",19432,19441,"list(kind = ""location"")","New Jersey"
2,"entity",20835,20839,"list(kind = ""location"")","Japan"
2,"entity",20842,20852,"list(kind = ""location"")","South Korea"
2,"entity",20855,20860,"list(kind = ""location"")","Europe"
2,"entity",21715,21727,"list(kind = ""location"")","San Francisco"
2,"entity",22107,22119,"list(kind = ""location"")","San Francisco"
2,"entity",23735,23744,"list(kind = ""location"")","Washington"
2,"entity",24721,24725,"list(kind = ""location"")","China"
2,"entity",24755,24759,"list(kind = ""location"")","China"
2,"entity",24953,24956,"list(kind = ""location"")","Iowa"
2,"entity",25547,25550,"list(kind = ""location"")","Iowa"
2,"entity",25708,25711,"list(kind = ""location"")","Iowa"
2,"entity",25794,25803,"list(kind = ""location"")","Des Moines"
2,"entity",25830,25833,"list(kind = ""location"")","Iowa"
2,"entity",26264,26275,"list(kind = ""location"")","Planet Earth"
2,"entity",28565,28577,"list(kind = ""location"")","United States"
2,"entity",29269,29272,"list(kind = ""location"")","Iowa"
2,"entity",29832,29837,"list(kind = ""location"")","Hawaii"
2,"entity",30037,30042,"list(kind = ""location"")","Hawaii"
2,"entity",30093,30098,"list(kind = ""location"")","Hawaii"
2,"entity",30763,30766,"list(kind = ""location"")","Iowa"
2,"entity",30854,30867,"list(kind = ""location"")","South Carolina"
2,"entity",31473,31482,"list(kind = ""location"")","Washington"
2,"entity",31862,31871,"list(kind = ""location"")","Washington"
2,"entity",32288,32297,"list(kind = ""location"")","Washington"
2,"entity",32731,32735,"list(kind = ""location"")","China"
2,"entity",32813,32817,"list(kind = ""location"")","China"
2,"entity",33025,33029,"list(kind = ""location"")","China"
2,"entity",34903,34906,"list(kind = ""location"")","Iowa"
2,"entity",35495,35499,"list(kind = ""location"")","Maine"
2,"entity",35513,35517,"list(kind = ""location"")","Maine"
2,"entity",36919,36922,"list(kind = ""location"")","Iowa"
2,"entity",36942,36951,"list(kind = ""location"")","Washington"
2,"entity",37527,37536,"list(kind = ""location"")","Des Moines"
2,"entity",38144,38152,"list(kind = ""location"")","Guatemala"
2,"entity",38155,38162,"list(kind = ""location"")","Honduras"
2,"entity",38165,38175,"list(kind = ""location"")","El Salvador"
2,"entity",38187,38192,"list(kind = ""location"")","Mexico"
2,"entity",38232,38237,"list(kind = ""location"")","Mexico"
2,"entity",38318,38323,"list(kind = ""location"")","Mexico"
2,"entity",38444,38449,"list(kind = ""location"")","Mexico"
2,"entity",39051,39063,"list(kind = ""location"")","United States"
2,"entity",40424,40436,"list(kind = ""location"")","New York City"
2,"entity",41271,41274,"list(kind = ""location"")","Iowa"
2,"entity",43503,43508,"list(kind = ""location"")","Mexico"
2,"entity",46645,46657,"list(kind = ""location"")","United States"
2,"entity",51129,51141,"list(kind = ""location"")","United States"
2,"entity",51897,51909,"list(kind = ""location"")","New Hampshire"
2,"entity",53058,53061,"list(kind = ""location"")","Iowa"
2,"entity",53674,53683,"list(kind = ""location"")","California"
2,"entity",53989,53998,"list(kind = ""location"")","California"
2,"entity",55462,55465,"list(kind = ""location"")","Iowa"
2,"entity",55805,55812,"list(kind = ""location"")","Michigan"
2,"entity",58205,58211,"list(kind = ""location"")","America"
2,"entity",58885,58894,"list(kind = ""location"")","Camp Dodge"
2,"entity",58911,58920,"list(kind = ""location"")","Des Moines"
2,"entity",58923,58926,"list(kind = ""location"")","Iowa"
2,"entity",58941,58950,"list(kind = ""location"")","Camp Dodge"
2,"entity",58991,59000,"list(kind = ""location"")","Camp Dodge"
2,"entity",59073,59081,"list(kind = ""location"")","Jerusalem"
2,"entity",59127,59139,"list(kind = ""location"")","Golan Heights"
2,"entity",59554,59557,"list(kind = ""location"")","Iowa"
2,"entity",59583,59586,"list(kind = ""location"")","Iowa"
2,"entity",60832,60835,"list(kind = ""location"")","Iowa"
2,"entity",60843,60846,"list(kind = ""location"")","Iowa"
2,"entity",61521,61530,"list(kind = ""location"")","Washington"
2,"entity",62455,62461,"list(kind = ""location"")","America"
2,"entity",63039,63046,"list(kind = ""location"")","Virginia"
2,"entity",63267,63273,"list(kind = ""location"")","America"
2,"entity",63332,63344,"list(kind = ""location"")","United States"
2,"entity",63820,63828,"list(kind = ""location"")","Cambridge"
2,"entity",63840,63848,"list(kind = ""location"")","Cambridge"
2,"entity",63862,63870,"list(kind = ""location"")","Cambridge"
2,"entity",63885,63893,"list(kind = ""location"")","Cambridge"
2,"entity",64012,64020,"list(kind = ""location"")","Cambridge"
2,"entity",64062,64070,"list(kind = ""location"")","Cambridge"
2,"entity",64096,64107,"list(kind = ""location"")","Cedar Rapids"
2,"entity",64224,64234,"list(kind = ""location"")","Rock Rapids"
2,"entity",64242,64250,"list(kind = ""location"")","Melbourne"
2,"entity",64301,64310,"list(kind = ""location"")","Des Moines"
2,"entity",64313,64316,"list(kind = ""location"")","Iowa"
2,"entity",65524,65527,"list(kind = ""location"")","Iowa"
2,"entity",65770,65773,"list(kind = ""location"")","Iowa"
3,"entity",591,599,"list(kind = ""location"")","Wisconsin"
3,"entity",615,623,"list(kind = ""location"")","Wisconsin"
3,"entity",1007,1010,"list(kind = ""location"")","Chad"
3,"entity",1022,1025,"list(kind = ""location"")","Chad"
3,"entity",1228,1236,"list(kind = ""location"")","Wisconsin"
3,"entity",2915,2923,"list(kind = ""location"")","Wisconsin"
3,"entity",6935,6947,"list(kind = ""location"")","United States"
3,"entity",7201,7209,"list(kind = ""location"")","Wisconsin"
3,"entity",8161,8168,"list(kind = ""location"")","Portland"
3,"entity",14235,14241,"list(kind = ""location"")","Chicago"
3,"entity",14255,14261,"list(kind = ""location"")","Chicago"
3,"entity",14313,14319,"list(kind = ""location"")","Chicago"
3,"entity",14643,14649,"list(kind = ""location"")","Chicago"
3,"entity",15056,15063,"list(kind = ""location"")","Portland"
3,"entity",15453,15460,"list(kind = ""location"")","New York"
3,"entity",15498,15505,"list(kind = ""location"")","New York"
3,"entity",15556,15563,"list(kind = ""location"")","New York"
3,"entity",16717,16725,"list(kind = ""location"")","Wisconsin"
3,"entity",17391,17403,"list(kind = ""location"")","United States"
3,"entity",18533,18539,"list(kind = ""location"")","Chicago"
3,"entity",18654,18663,"list(kind = ""location"")","California"
3,"entity",18666,18681,"list(kind = ""location"")","Washington State"
3,"entity",18695,18701,"list(kind = ""location"")","Chicago"
3,"entity",19509,19518,"list(kind = ""location"")","Washington"
3,"entity",19527,19533,"list(kind = ""location"")","Atlanta"
3,"entity",19536,19542,"list(kind = ""location"")","Chicago"
3,"entity",19562,19569,"list(kind = ""location"")","Portland"
3,"entity",19756,19765,"list(kind = ""location"")","Washington"
3,"entity",22425,22433,"list(kind = ""location"")","Wisconsin"
3,"entity",22540,22548,"list(kind = ""location"")","Minnesota"
3,"entity",22562,22570,"list(kind = ""location"")","Wisconsin"
3,"entity",22733,22741,"list(kind = ""location"")","Wisconsin"
3,"entity",22744,22750,"list(kind = ""location"")","America"
3,"entity",23636,23644,"list(kind = ""location"")","Wisconsin"
3,"entity",24175,24181,"list(kind = ""location"")","Kenosha"
3,"entity",25169,25175,"list(kind = ""location"")","Kenosha"
3,"entity",27160,27172,"list(kind = ""location"")","United States"
3,"entity",27575,27584,"list(kind = ""location"")","Washington"
3,"entity",27871,27878,"list(kind = ""location"")","Portland"
3,"entity",28836,28843,"list(kind = ""location"")","Portland"
3,"entity",28848,28854,"list(kind = ""location"")","Chicago"
3,"entity",28859,28866,"list(kind = ""location"")","New York"
3,"entity",28921,28928,"list(kind = ""location"")","Portland"
3,"entity",29458,29465,"list(kind = ""location"")","Portland"
3,"entity",29970,29976,"list(kind = ""location"")","America"
3,"entity",30114,30120,"list(kind = ""location"")","America"
3,"entity",31350,31355,"list(kind = ""location"")","Canada"
3,"entity",31943,31949,"list(kind = ""location"")","Kenosha"
3,"entity",32129,32136,"list(kind = ""location"")","Portland"
3,"entity",32605,32611,"list(kind = ""location"")","Kenosha"
3,"entity",37477,37484,"list(kind = ""location"")","Portland"
3,"entity",37489,37495,"list(kind = ""location"")","Chicago"
3,"entity",37589,37596,"list(kind = ""location"")","Portland"
3,"entity",37820,37829,"list(kind = ""location"")","Washington"
3,"entity",37844,37851,"list(kind = ""location"")","Portland"
3,"entity",38760,38767,"list(kind = ""location"")","Portland"
3,"entity",38841,38847,"list(kind = ""location"")","Seattle"
3,"entity",38877,38883,"list(kind = ""location"")","Seattle"
3,"entity",39159,39164,"list(kind = ""location"")","Oregon"
3,"entity",39207,39214,"list(kind = ""location"")","Portland"
3,"entity",40986,40998,"list(kind = ""location"")","United States"
3,"entity",43750,43758,"list(kind = ""location"")","Wisconsin"
3,"entity",44022,44029,"list(kind = ""location"")","Portland"
3,"entity",44470,44480,"list(kind = ""location"")","Minneapolis"
5,"entity",2857,2866,"list(kind = ""location"")","California"
5,"entity",3786,3791,"list(kind = ""location"")","Canada"
5,"entity",3797,3802,"list(kind = ""location"")","Mexico"
5,"entity",3846,3858,"list(kind = ""location"")","North America"
5,"entity",4011,4016,"list(kind = ""location"")","Mexico"
5,"entity",4038,4041,"list(kind = ""location"")","Chad"
5,"entity",4054,4057,"list(kind = ""location"")","Chad"
5,"entity",4452,4457,"list(kind = ""location"")","Mexico"
5,"entity",4484,4489,"list(kind = ""location"")","Canada"
5,"entity",6278,6283,"list(kind = ""location"")","Canada"
5,"entity",6310,6315,"list(kind = ""location"")","Mexico"
5,"entity",6482,6487,"list(kind = ""location"")","Mexico"
5,"entity",6568,6573,"list(kind = ""location"")","Europe"
5,"entity",6636,6641,"list(kind = ""location"")","Mexico"
5,"entity",6676,6688,"list(kind = ""location"")","United States"
5,"entity",11233,11239,"list(kind = ""location"")","America"
5,"entity",11246,11256,"list(kind = ""location"")","Afghanistan"
5,"entity",11932,11941,"list(kind = ""location"")","Washington"
5,"entity",12166,12178,"list(kind = ""location"")","United States"
5,"entity",12184,12189,"list(kind = ""location"")","Canada"
5,"entity",12610,12622,"list(kind = ""location"")","United States"
5,"entity",12628,12633,"list(kind = ""location"")","Mexico"
5,"entity",12889,12901,"list(kind = ""location"")","United States"
5,"entity",13080,13085,"list(kind = ""location"")","Mexico"
5,"entity",13405,13417,"list(kind = ""location"")","United States"
5,"entity",13462,13474,"list(kind = ""location"")","United States"
5,"entity",13950,13962,"list(kind = ""location"")","United States"
5,"entity",16002,16007,"list(kind = ""location"")","Canada"
5,"entity",16013,16018,"list(kind = ""location"")","Mexico"
5,"entity",16129,16134,"list(kind = ""location"")","Canada"
5,"entity",16139,16144,"list(kind = ""location"")","Mexico"
5,"entity",16635,16640,"list(kind = ""location"")","Canada"
5,"entity",16646,16651,"list(kind = ""location"")","Mexico"
5,"entity",16749,16754,"list(kind = ""location"")","Canada"
5,"entity",16760,16765,"list(kind = ""location"")","Mexico"
5,"entity",17995,18000,"list(kind = ""location"")","Canada"
5,"entity",18003,18008,"list(kind = ""location"")","Mexico"
5,"entity",18684,18687,"list(kind = ""location"")","Chad"
5,"entity",18921,18925,"list(kind = ""location"")","China"
5,"entity",18984,18988,"list(kind = ""location"")","China"
5,"entity",19025,19029,"list(kind = ""location"")","Wuhan"
5,"entity",19109,19113,"list(kind = ""location"")","China"
5,"entity",19116,19119,"list(kind = ""location"")","Iran"
5,"entity",19125,19130,"list(kind = ""location"")","Europe"
5,"entity",19283,19295,"list(kind = ""location"")","United States"
5,"entity",19854,19866,"list(kind = ""location"")","United States"
5,"entity",19930,19942,"list(kind = ""location"")","United States"
5,"entity",19998,20003,"list(kind = ""location"")","Mexico"
5,"entity",20009,20014,"list(kind = ""location"")","Canada"
5,"entity",20984,20996,"list(kind = ""location"")","United States"
5,"entity",22137,22141,"list(kind = ""location"")","Italy"
5,"entity",24848,24852,"list(kind = ""location"")","China"
5,"entity",24863,24868,"list(kind = ""location"")","Europe"
5,"entity",25251,25258,"list(kind = ""location"")","New York"
5,"entity",25712,25721,"list(kind = ""location"")","Washington"
5,"entity",25740,25749,"list(kind = ""location"")","California"
5,"entity",26012,26019,"list(kind = ""location"")","New York"
5,"entity",26093,26105,"list(kind = ""location"")","New York City"
5,"entity",26562,26568,"list(kind = ""location"")","America"
5,"entity",33368,33375,"list(kind = ""location"")","New York"
5,"entity",33514,33523,"list(kind = ""location"")","California"
5,"entity",33546,33553,"list(kind = ""location"")","New York"
5,"entity",33874,33883,"list(kind = ""location"")","California"
5,"entity",33886,33890,"list(kind = ""location"")","Miami"
5,"entity",33953,33959,"list(kind = ""location"")","Florida"
5,"entity",33995,34001,"list(kind = ""location"")","Florida"
5,"entity",34025,34034,"list(kind = ""location"")","Washington"
5,"entity",42174,42181,"list(kind = ""location"")","New York"
5,"entity",49162,49166,"list(kind = ""location"")","China"
5,"entity",49203,49215,"list(kind = ""location"")","United States"
5,"entity",49298,49302,"list(kind = ""location"")","China"
5,"entity",49627,49631,"list(kind = ""location"")","China"
5,"entity",49794,49798,"list(kind = ""location"")","China"
5,"entity",49877,49881,"list(kind = ""location"")","China"
5,"entity",49900,49912,"list(kind = ""location"")","United States"
5,"entity",49942,49946,"list(kind = ""location"")","China"
5,"entity",52523,52528,"list(kind = ""location"")","Canada"
5,"entity",52531,52543,"list(kind = ""location"")","United States"
5,"entity",52549,52554,"list(kind = ""location"")","Mexico"
5,"entity",52751,52756,"list(kind = ""location"")","Europe"
5,"entity",53225,53230,"list(kind = ""location"")","Mexico"
5,"entity",53280,53285,"list(kind = ""location"")","Mexico"
5,"entity",53354,53357,"list(kind = ""location"")","Chad"
5,"entity",53418,53423,"list(kind = ""location"")","Mexico"
5,"entity",53734,53738,"list(kind = ""location"")","China"
5,"entity",53772,53777,"list(kind = ""location"")","Mexico"
5,"entity",53804,53816,"list(kind = ""location"")","United States"
5,"entity",54082,54087,"list(kind = ""location"")","Mexico"
5,"entity",54102,54109,"list(kind = ""location"")","Northern"
5,"entity",54227,54232,"list(kind = ""location"")","Mexico"
5,"entity",54347,54355,"list(kind = ""location"")","Guatemala"
5,"entity",54373,54376,"list(kind = ""location"")","Cuba"
5,"entity",54526,54531,"list(kind = ""location"")","Mexico"
5,"entity",54587,54590,"list(kind = ""location"")","Cuba"
5,"entity",54593,54597,"list(kind = ""location"")","Haiti"
5,"entity",54771,54776,"list(kind = ""location"")","Mexico"
5,"entity",54910,54915,"list(kind = ""location"")","Mexico"
5,"entity",54944,54949,"list(kind = ""location"")","Mexico"
5,"entity",55010,55015,"list(kind = ""location"")","Mexico"
5,"entity",55028,55033,"list(kind = ""location"")","Mexico"
5,"entity",55064,55069,"list(kind = ""location"")","Mexico"
5,"entity",55112,55120,"list(kind = ""location"")","Guatemala"
5,"entity",55123,55130,"list(kind = ""location"")","Honduras"
5,"entity",55133,55143,"list(kind = ""location"")","El Salvador"
5,"entity",55452,55456,"list(kind = ""location"")","China"
5,"entity",55462,55467,"list(kind = ""location"")","Russia"
5,"entity",55473,55476,"list(kind = ""location"")","Iran"
5,"entity",56702,56714,"list(kind = ""location"")","United States"
5,"entity",56861,56864,"list(kind = ""location"")","Peru"
5,"entity",56870,56876,"list(kind = ""location"")","Morocco"
5,"entity",56943,56949,"list(kind = ""location"")","Morocco"
5,"entity",58231,58234,"list(kind = ""location"")","Iran"
5,"entity",59058,59061,"list(kind = ""location"")","Iraq"
5,"entity",59067,59077,"list(kind = ""location"")","Afghanistan"
5,"entity",59817,59829,"list(kind = ""location"")","United States"
5,"entity",60243,60246,"list(kind = ""location"")","Iran"
5,"entity",60310,60313,"list(kind = ""location"")","Iran"
5,"entity",60466,60469,"list(kind = ""location"")","Iran"
5,"entity",60853,60856,"list(kind = ""location"")","Iran"
5,"entity",61053,61056,"list(kind = ""location"")","Iran"
5,"entity",61275,61278,"list(kind = ""location"")","Iran"
5,"entity",62110,62114,"list(kind = ""location"")","Wuhan"
5,"entity",62146,62150,"list(kind = ""location"")","Wuhan"
5,"entity",62253,62257,"list(kind = ""location"")","China"
5,"entity",62850,62854,"list(kind = ""location"")","China"
5,"entity",63885,63889,"list(kind = ""location"")","China"
5,"entity",64320,64332,"list(kind = ""location"")","United States"
5,"entity",67521,67525,"list(kind = ""location"")","China"
5,"entity",67579,67583,"list(kind = ""location"")","Italy"
5,"entity",67609,67621,"list(kind = ""location"")","New York City"
5,"entity",68029,68036,"list(kind = ""location"")","New York"
5,"entity",68277,68289,"list(kind = ""location"")","New York City"
5,"entity",68850,68857,"list(kind = ""location"")","New York"
5,"entity",68873,68880,"list(kind = ""location"")","New York"
5,"entity",82254,82264,"list(kind = ""location"")","Los Angeles"
5,"entity",82270,82277,"list(kind = ""location"")","New York"
5,"entity",82304,82308,"list(kind = ""location"")","Miami"
5,"entity",82461,82470,"list(kind = ""location"")","California"
5,"entity",82520,82529,"list(kind = ""location"")","California"
5,"entity",82641,82647,"list(kind = ""location"")","Seattle"
5,"entity",82825,82839,"list(kind = ""location"")","New York Harbor"
5,"entity",82854,82868,"list(kind = ""location"")","New York Harbor"
5,"entity",87778,87787,"list(kind = ""location"")","California"
5,"entity",87822,87829,"list(kind = ""location"")","New York"
5,"entity",89180,89184,"list(kind = ""location"")","China"
5,"entity",89187,89197,"list(kind = ""location"")","South Korea"
5,"entity",89204,89209,"list(kind = ""location"")","Europe"
5,"entity",91624,91633,"list(kind = ""location"")","Washington"
5,"entity",91642,91651,"list(kind = ""location"")","California"
5,"entity",91654,91661,"list(kind = ""location"")","New York"
6,"entity",721,729,"list(kind = ""location"")","Argentina"
6,"entity",765,773,"list(kind = ""location"")","Australia"
6,"entity",804,809,"list(kind = ""location"")","Brazil"
6,"entity",845,850,"list(kind = ""location"")","Canada"
6,"entity",869,873,"list(kind = ""location"")","China"
6,"entity",905,910,"list(kind = ""location"")","France"
6,"entity",941,947,"list(kind = ""location"")","Germany"
6,"entity",973,977,"list(kind = ""location"")","India"
6,"entity",1000,1008,"list(kind = ""location"")","Indonesia"
6,"entity",1044,1048,"list(kind = ""location"")","Italy"
6,"entity",1080,1084,"list(kind = ""location"")","Japan"
6,"entity",1106,1110,"list(kind = ""location"")","Japan"
6,"entity",1228,1233,"list(kind = ""location"")","Mexico"
6,"entity",1269,1274,"list(kind = ""location"")","Mexico"
6,"entity",1517,1522,"list(kind = ""location"")","Mexico"
6,"entity",1548,1553,"list(kind = ""location"")","Russia"
6,"entity",1571,1582,"list(kind = ""location"")","Saudi Arabia"
6,"entity",1608,1619,"list(kind = ""location"")","South Africa"
6,"entity",1696,1706,"list(kind = ""location"")","South Korea"
6,"entity",1768,1772,"list(kind = ""location"")","Spain"
6,"entity",1796,1801,"list(kind = ""location"")","Turkey"
6,"entity",1840,1853,"list(kind = ""location"")","United Kingdom"
6,"entity",2363,2375,"list(kind = ""location"")","United States"
6,"entity",9061,9068,"list(kind = ""location"")","New York"
6,"entity",9390,9404,"list(kind = ""location"")","New York Harbor"
6,"entity",9491,9498,"list(kind = ""location"")","Virginia"
6,"entity",9949,9966,"list(kind = ""location"")","Norfolk Naval Base"
6,"entity",10349,10357,"list(kind = ""location"")","Manhattan"
6,"entity",10402,10409,"list(kind = ""location"")","New York"
6,"entity",13225,13235,"list(kind = ""location"")","South Korea"
